"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Chris Conley",3300,"TB@KC 01:00PM ET",6.622,"KC"
"WR","Roger Lewis",3300,"Chi@NYG 01:00PM ET",3.717,"NYG"
"RB","Ronnie Hillman",3300,"Ari@Min 01:00PM ET",3.100,"Min"
"DST","Vikings ",3300,"Ari@Min 01:00PM ET",11.000,"Min"
"RB","Dion Lewis",3300,"NE@SF 04:25PM ET",0,"NE"
"WR","Brice Butler",3200,"Bal@Dal 01:00PM ET",3.944,"Dal"
"DST","Lions ",3200,"Jax@Det 01:00PM ET",5.000,"Det"
"WR","Tajae Sharpe",3200,"Ten@Ind 01:00PM ET",7.460,"Ten"
"RB","Shaun Draughn",3200,"NE@SF 04:25PM ET",3.678,"SF"
"TE","Zach Ertz",3200,"Phi@Sea 04:25PM ET",8.457,"Phi"
"WR","Andrew Hawkins",3100,"Pit@Cle 01:00PM ET",6.570,"Cle"
"TE","Gary Barnidge",3100,"Pit@Cle 01:00PM ET",8.240,"Cle"
"RB","Mike James",3100,"TB@KC 01:00PM ET",3.600,"TB"
"DST","Cardinals ",3100,"Ari@Min 01:00PM ET",9.444,"Ari"
"DST","Rams ",3100,"Mia@LA 04:05PM ET",7.778,"LA"
"RB","Mike Davis",3100,"NE@SF 04:25PM ET",1.938,"SF"
"RB","Fitzgerald Toussaint",3000,"Pit@Cle 01:00PM ET",0.322,"Pit"
"RB","Roosevelt Nix",3000,"Pit@Cle 01:00PM ET",0.000,"Pit"
"RB","George Atkinson III",3000,"Pit@Cle 01:00PM ET",0.000,"Cle"
"WR","Darrius Heyward-Bey",3000,"Pit@Cle 01:00PM ET",3.978,"Pit"
"WR","Markus Wheaton",3000,"Pit@Cle 01:00PM ET",4.275,"Pit"
"WR","Cobi Hamilton",3000,"Pit@Cle 01:00PM ET",5.775,"Pit"
"WR","Jordan Payton",3000,"Pit@Cle 01:00PM ET",0.325,"Cle"
"WR","Ricardo Louis",3000,"Pit@Cle 01:00PM ET",3.430,"Cle"
"WR","Rashard Higgins",3000,"Pit@Cle 01:00PM ET",0.830,"Cle"
"RB","Lance Dunbar",3000,"Bal@Dal 01:00PM ET",2.917,"Dal"
"RB","Kyle Juszczyk",3000,"Bal@Dal 01:00PM ET",4.056,"Bal"
"RB","Keith Smith",3000,"Bal@Dal 01:00PM ET",0.611,"Dal"
"RB","Javorius Allen",3000,"Bal@Dal 01:00PM ET",1.317,"Bal"
"RB","Darius Jackson",3000,"Bal@Dal 01:00PM ET",0.000,"Dal"
"RB","Lorenzo Taliaferro",3000,"Bal@Dal 01:00PM ET",1.333,"Bal"
"WR","Devin Hester",3000,"Bal@Dal 01:00PM ET",-0.125,"Bal"
"WR","Chris Moore",3000,"Bal@Dal 01:00PM ET",1.413,"Bal"
"WR","Lucky Whitehead",3000,"Bal@Dal 01:00PM ET",1.389,"Dal"
"RB","Justin Forsett",3000,"Jax@Det 01:00PM ET",6.340,"Det"
"RB","Denard Robinson",3000,"Jax@Det 01:00PM ET",0.344,"Jax"
"RB","Michael Burton",3000,"Jax@Det 01:00PM ET",0.000,"Det"
"RB","Corey Grant",3000,"Jax@Det 01:00PM ET",2.125,"Jax"
"RB","Zach Zenner",3000,"Jax@Det 01:00PM ET",4.271,"Det"
"WR","Bryan Walters",3000,"Jax@Det 01:00PM ET",2.100,"Jax"
"WR","Andre Roberts",3000,"Jax@Det 01:00PM ET",2.844,"Det"
"WR","Arrelious Benn",3000,"Jax@Det 01:00PM ET",2.511,"Jax"
"WR","Corey Fuller",3000,"Jax@Det 01:00PM ET",0,"Det"
"WR","Rashad Greene Sr.",3000,"Jax@Det 01:00PM ET",1.200,"Jax"
"RB","Jordan Todman",3000,"Ten@Ind 01:00PM ET",0.667,"Ind"
"RB","Jalston Fowler",3000,"Ten@Ind 01:00PM ET",0.240,"Ten"
"RB","David Fluellen",3000,"Ten@Ind 01:00PM ET",0,"Ten"
"RB","Antonio Andrews",3000,"Ten@Ind 01:00PM ET",0.150,"Ten"
"RB","Josh Ferguson",3000,"Ten@Ind 01:00PM ET",3.822,"Ind"
"WR","Harry Douglas",3000,"Ten@Ind 01:00PM ET",2.980,"Ten"
"WR","Marc Mariani",3000,"Ten@Ind 01:00PM ET",0.000,"Ten"
"WR","Devin Street",3000,"Ten@Ind 01:00PM ET",1.000,"Ind"
"WR","Tre McBride",3000,"Ten@Ind 01:00PM ET",0.000,"Ten"
"WR","Marcus Leak",3000,"Ten@Ind 01:00PM ET",0,"Ind"
"WR","Chester Rogers",3000,"Ten@Ind 01:00PM ET",3.800,"Ind"
"RB","Reggie Bush",3000,"Buf@Cin 01:00PM ET",2.814,"Buf"
"RB","Jerome Felton",3000,"Buf@Cin 01:00PM ET",0.888,"Buf"
"RB","Rex Burkhead",3000,"Buf@Cin 01:00PM ET",0.656,"Cin"
"RB","Jonathan Williams",3000,"Buf@Cin 01:00PM ET",1.700,"Buf"
"WR","Brandon Tate",3000,"Buf@Cin 01:00PM ET",1.325,"Buf"
"WR","James Wright",3000,"Buf@Cin 01:00PM ET",0.886,"Cin"
