"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16939-33703","WR","Ryan","","Grant","0.5999999727521624","7","4500","GB@WAS","WAS","GB","","","",""
"16939-34729","RB","Dwayne","","Washington","3.540000152587891","5","4500","JAC@DET","DET","JAC","","","",""
"16939-46001","RB","Joey","","Iosefa","2.549999952316284","2","4500","NE@SF","NE","SF","","","",""
"16939-8117","WR","Danny","","Amendola","4.977777693006727","9","4500","NE@SF","NE","SF","","","",""
"16939-29624","RB","Tre","","Madden","0","0","4500","PHI@SEA","SEA","PHI","IR","Undisclosed","",""
"16939-14266","RB","Daniel","","Thomas","0","0","4500","MIA@LA","MIA","LA","","","",""
"16939-30654","TE","Jerell","","Adams","4.474999904632568","4","4500","CHI@NYG","NYG","CHI","","","",""
"16939-32703","WR","Jakeem","","Grant","0.5","8","4500","MIA@LA","MIA","LA","","","",""
"16939-14274","TE","Rob","","Housler","1.0600000381469727","5","4500","CHI@NYG","CHI","NYG","","","",""
"16939-33733","WR","Xavier","","Rush","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-43973","RB","Keith","","Smith","1","4","4500","BAL@DAL","DAL","BAL","","","",""
"16939-30667","TE","Justice","","Cunningham","0","2","4500","MIA@LA","LA","MIA","","","",""
"16939-29645","RB","Javorius","","Allen","2.133333365122477","3","4500","BAL@DAL","BAL","DAL","","","",""
"16939-40913","TE","Thomas","","Duarte","0","0","4500","MIA@LA","MIA","LA","","","",""
"16939-25554","RB","Nikita","","Whitlock","0","14","4500","CHI@NYG","NYG","CHI","O","Suspension","",""
"16939-14292","TE","Jordan","","Cameron","5.333333333333333","3","4500","MIA@LA","MIA","LA","IR","Concussion","",""
"16939-31703","RB","Malcolm","","Johnson","1.0199999809265137","5","4500","PIT@CLE","CLE","PIT","","","",""
"16939-14297","WR","Greg","","Salas","8.449999809265137","2","4500","BUF@CIN","BUF","CIN","","","",""
"16939-14304","TE","Luke","","Stocker","1.7000000476837158","2","4500","TB@KC","TB","KC","Q","Ankle","",""
"16939-14307","WR","Cecil","","Shorts III","2.25","4","4500","TB@KC","TB","KC","","","",""
"16939-40932","WR","Pharoh","","Cooper","0.6333333253860474","3","4500","MIA@LA","LA","MIA","","","",""
"16939-72676","RB","Troymaine","","Pope","0.10000000149011612","1","4500","PHI@SEA","SEA","PHI","","","",""
"16939-26598","WR","Nelson","","Spruce","0","0","4500","MIA@LA","LA","MIA","Q","Calf","",""
"16939-29672","RB","Silas","","Redd Jr.","0","0","4500","GB@WAS","WAS","GB","O","Suspension","",""
"16939-26610","WR","Paul","","Richardson","2.9749999046325684","8","4500","PHI@SEA","SEA","PHI","","","",""
"16939-14327","RB","Anthony","","Sherman","0.6000000238418579","4","4500","TB@KC","KC","TB","","","",""
"16939-24569","K","Chandler","","Catanzaro","6.555555555555555","9","4500","ARI@MIN","ARI","MIN","","","",""
"16939-12555","D","Baltimore","","Ravens","10.222222222222221","9","4400","BAL@DAL","BAL","DAL","","","",""
"16939-12526","D","Buffalo","","Bills","9","9","4300","BUF@CIN","BUF","CIN","","","",""
"16939-12545","D","Philadelphia","","Eagles","10.777777777777779","9","4300","PHI@SEA","PHI","SEA","","","",""
"16939-12552","D","Washington","","Redskins","6.888888888888889","9","4300","GB@WAS","WAS","GB","","","",""
"16939-12533","D","Green Bay","","Packers","5","9","4200","GB@WAS","GB","WAS","","","",""
"16939-12534","D","Tennessee","","Titans","5.9","10","4200","TEN@IND","TEN","IND","","","",""
"16939-12527","D","Chicago","","Bears","6.555555555555555","9","4100","CHI@NYG","CHI","NYG","","","",""
"16939-12551","D","Tampa Bay","","Buccaneers","7.111111111111111","9","4100","TB@KC","TB","KC","","","",""
"16939-12529","D","Cleveland","","Browns","3.1","10","4000","PIT@CLE","CLE","PIT","","","",""
"16939-12535","D","Indianapolis","","Colts","4.666666666666667","9","4000","TEN@IND","IND","TEN","","","",""
"16939-12549","D","San Francisco","","49ers","4.444444444444445","9","4000","NE@SF","SF","NE","","","",""
"16939-12554","D","Jacksonville","","Jaguars","2.3333333333333335","9","4000","JAC@DET","JAC","DET","","","",""
